2014,M01,3.904
2014,M02,4.072
2014,M03,3.952
2014,M04,3.830
2014,M05,3.815
2014,M06,3.779
2014,M07,3.753
2014,M08,3.705
2014,M09,3.642
2014,M10,3.515
2014,M11,3.384
2014,M12,3.138
