2014,M01,4.120
2014,M02,4.253
2014,M03,4.201
2014,M04,4.146
2014,M05,4.091
2014,M06,4.022
2014,M07,4.006
2014,M08,3.974
2014,M09,3.914
2014,M10,3.784
2014,M11,3.508
2014,M12,3.312
